report_id,occurred_on,city,state,country,shape,summary,reported_on,has_media,explanation,report_link
132502,02/06/2017 02:30,Minneapolis,MN,USA,Light,Fast moving ball of light over Mississippi River in Minneapolis.,02/07/2017,N,,https://nuforc.org/sighting/?id=132502
132478,02/06/2017 01:15,Oak Lawn,IL,USA,Fireball,"Oak Lawn, Illinois, Bright greenish/white floating ball of light came from the sky like a projectile leaving behind a red trail.",02/06/2017,N,,https://nuforc.org/sighting/?id=132478
132480,02/06/2017 00:13,Redway,CA,USA,Flash,Flash of green light in the sky right before the power when out.,02/06/2017,N,,https://nuforc.org/sighting/?id=132480
132520,02/06/2017 00:10,Lancaster,PA,USA,Orb,Emitted a bright white light.  ((anonymous report)),02/09/2017,N,,https://nuforc.org/sighting/?id=132520
132487,02/05/2017 23:25,Athens,MI,USA,Triangle,"Red/White triangle, and ""helo"" rotor sound,",02/06/2017,N,,https://nuforc.org/sighting/?id=132487
132484,02/05/2017 23:23,Puyallup,WA,USA,,2 Bright Blue Flashes with sound.,02/05/2017,N,,https://nuforc.org/sighting/?id=132484
132472,02/05/2017 22:30,Rivera Maya,NM,Mexico,Light,Bright Red Circle in the Sky making Rationous Moves,02/05/2017,N,,https://nuforc.org/sighting/?id=132472
132470,02/05/2017 22:05,Chicago,IL,USA,Circle,"Red glowing ball moving south then went slowly strait up and stopped before it came back down slowly twice, started flashing before it",02/05/2017,N,,https://nuforc.org/sighting/?id=132470
132990,02/05/2017 21:48,Carmine,TX,USA,Sphere,"At 9:48 pm around Feb 5th a Orange solid glowing basketball size object was flying 30,000 feet or more moving at a constant speed.",03/05/2017,N,,https://nuforc.org/sighting/?id=132990
132471,02/05/2017 21:30,Village of Caledonia,WI,USA,Changing,Ball of light that changes shape.  ((NUFORC Note:  Probably Venus.  PD)),02/05/2017,N,,https://nuforc.org/sighting/?id=132471
132501,02/05/2017 21:10,Saint John (Canada),NB,Canada,Other,Dark green object shoots straight up from mountain.,02/07/2017,N,,https://nuforc.org/sighting/?id=132501
132506,02/05/2017 21:00,Clinton,TN,USA,Circle,"I saw a circular object with around 10 lights in a circular patten around it,.  ((NUFORC Note:  We suspect the star, Sirius.  PD))",02/07/2017,N,,https://nuforc.org/sighting/?id=132506
132473,02/05/2017 19:00,Santee,CA,USA,Circle,Large circular pattern of at least 20 bright white indiviual lights in the sky.  ((NUFORC Note:  Venus?  PD)),02/06/2017,N,,https://nuforc.org/sighting/?id=132473
132475,02/05/2017 19:00,Manalapan,NJ,USA,Changing,I witnessed a light in the sky that was stationary.  2 hours.  The light changed shape at least 3 times.  ((NUFORC Note:  Venus.  PD)),02/06/2017,N,,https://nuforc.org/sighting/?id=132475
132496,02/05/2017 19:00,Bend,OR,USA,Formation,27+ lights in formation quickly moving across sky synchronized.,02/06/2017,N,,https://nuforc.org/sighting/?id=132496
132461,02/05/2017 18:30,Clarksville,TN,USA,Oval,Objects were flying behind the clouds in an Erractic pattern slow but Erractic like someone was Moving 3 big flaslights in the sky It w,02/04/2017,N,,https://nuforc.org/sighting/?id=132461
132507,02/05/2017 12:00,Madison,WI,USA,Orb,"White orb over Lake Mendota, Madison, WI.  ((NUFORC Note:  Lens flare, caused by photographing the Sun.  PD))",02/07/2017,N,,https://nuforc.org/sighting/?id=132507
132504,02/05/2017 01:35,Sahuarita,AZ,USA,Triangle,"Sahuarita, Arizona, lights.",02/07/2017,N,,https://nuforc.org/sighting/?id=132504
132463,02/04/2017 20:30,Miramar,FL,USA,Cylinder,"Eyewitness account of Red Flashing UFOs in Miramar, FL.  ((anonymous report))",02/05/2017,N,,https://nuforc.org/sighting/?id=132463
132464,02/04/2017 17:53,Queen Creek,AZ,USA,Changing,Red/orange object--circle to chevron shape with lights hovering overhead with no sound,02/05/2017,N,,https://nuforc.org/sighting/?id=132464
132462,02/04/2017 17:00,Somerville,MA,USA,Other,Small bright object falling from the early evening sky after seemingly breaking apart in the lower atmosphere.,02/04/2017,N,,https://nuforc.org/sighting/?id=132462
132476,02/04/2017 17:00,Marshall,MN,USA,Orb,Bright neon/forest green orb moved under the clouds.  Entered view with a bright flash and a momentary tail. ((NUFORC Note:  Meteor?)),02/06/2017,N,,https://nuforc.org/sighting/?id=132476
132455,02/04/2017 15:50,Cape May Court House,NJ,USA,Light,I was driving around because my son fell asleep in the car. While traveling SSE I noticed what I thought to be a meteor.,02/04/2017,N,,https://nuforc.org/sighting/?id=132455
132494,02/04/2017 03:24,Rancho Palos Verdes,CA,USA,Orb,Saw a red circular orb light with other orbs circling it in the night sky.  ((anonymous report)),02/06/2017,N,,https://nuforc.org/sighting/?id=132494
132836,02/03/2017 22:58,,UT,USA,Circle,Moving ball of light.,02/27/2017,N,,https://nuforc.org/sighting/?id=132836
132447,02/03/2017 21:35,Lake Worth,FL,USA,Circle,I smoke on my front porch frequently I was out tonight and saw a bright orange ball I thought it was a planet but it was lower. I looke,02/03/2017,N,,https://nuforc.org/sighting/?id=132447
132446,02/03/2017 21:30,Walker,LA,USA,Other,"Red and green light craft over Walker, Louisiana for several days now.  ((NUFORC Note:  Venus?  PD))",02/03/2017,N,,https://nuforc.org/sighting/?id=132446
132448,02/03/2017 21:00,Hutto,TX,USA,Formation,5-6 red lights appear over the night sky.,02/03/2017,N,,https://nuforc.org/sighting/?id=132448
132444,02/03/2017 20:33,Sarasota,FL,USA,Circle,Saw Orange glow headed in the South East direction.  Seemed to flicker as it got past us.,02/03/2017,N,,https://nuforc.org/sighting/?id=132444
132460,02/03/2017 20:30,Louisville,KY,USA,Orb,Bright round orb in sky appeared to be moving slow.  Carefully watched and the light dimmed and lowed in sky then brightened and rose b,02/04/2017,N,,https://nuforc.org/sighting/?id=132460
132443,02/03/2017 20:00,Gambrills,MD,USA,Light,Seen a bright light in the sky a lot bigger than any star. First it was going left then it was going up.  ((NUFORC Note:  Venus.  PD)),02/03/2017,N,,https://nuforc.org/sighting/?id=132443
132456,02/03/2017 20:00,Phoenix,AZ,USA,Light,"Phx, I lookup and saw this intense light just hovering no not that it was fix no plane or helicopter.  ((NUFORC Note:  Venus.  PD))",02/04/2017,N,,https://nuforc.org/sighting/?id=132456
132441,02/03/2017 19:00,Flagler Beach,FL,USA,Triangle,"Driving towards home, and the lights cuaght my eye. As I looked up, it seemed like I was under a shadow even though it was dark. It was",02/03/2017,N,,https://nuforc.org/sighting/?id=132441
132440,02/03/2017 18:44,Flagler,FL,USA,Triangle,"Giant triangle over the river.

It was big. It has amber colored lights on the underside at each wing end.

It hovered low, about 5",02/03/2017,N,,https://nuforc.org/sighting/?id=132440
132571,02/03/2017 18:35,Flagler Beach,FL,USA,Triangle,Dark Triangular Object Approx 500 ft in width and was NOT a B2. Flagler Beach.,02/12/2017,N,,https://nuforc.org/sighting/?id=132571
132450,02/03/2017 17:30,Webster,WI,USA,Light,We observed a shining light in the southwest sky.  ((NUFORC Note:  Probably a sighting of Venus.  PD)),02/04/2017,N,,https://nuforc.org/sighting/?id=132450
132452,02/03/2017 10:23,St. Charles,MO,USA,Other,Diamond shaped silent craft with single light and 4 illuminated tapered trapezoidal wing segments.  ((anonymous report)),02/04/2017,N,,https://nuforc.org/sighting/?id=132452
138811,02/03/2017 01:00,Bristol,RI,USA,Triangle,The object appeared as three white lights and when going to look at the lights they moved so fast they appeared as white lines across t,02/03/2018,N,,https://nuforc.org/sighting/?id=138811
133991,02/03/2017 00:00,Indianapolis,IN,USA,Disk,I was on the highway on e 38th st & pendleton pike when I seen a object that resembled the sun it was a bright ball of light hovering o,05/07/2017,N,,https://nuforc.org/sighting/?id=133991
132439,02/02/2017 22:00,Howell,NJ,USA,Triangle,I was turning down West Farms Road when I saw a triangle shaped object  flying on its side.  Very bright .,02/03/2017,N,,https://nuforc.org/sighting/?id=132439
177184,02/02/2017 20:47,Crescent Junction,UT,USA,Other,i have a video of it,07/31/2023,N,,https://nuforc.org/sighting/?id=177184
132433,02/02/2017 20:00,Mesa,AZ,USA,Light,3 Pulsing yellow/orange lights.  ((anonymous report)),02/02/2017,N,,https://nuforc.org/sighting/?id=132433
132457,02/02/2017 19:00,Kailua,HI,USA,Light,"Bright light morphed into 2 lights, morphed back into 1, moved, then disappeared. ((anonymous report))",02/04/2017,N,,https://nuforc.org/sighting/?id=132457
132434,02/02/2017 18:30,Mobile,AL,USA,Fireball,"Orange fireballs for 3 days at the same time of day each day, with some weird stuff happening after.((NUFORC Note:  Venus.  PD))",02/02/2017,N,,https://nuforc.org/sighting/?id=132434
147348,02/02/2017 16:00,Fulton,NY,USA,Orb,Formation of silvery orbs spotted over Fulton NY daytime UFO sighting,07/05/2019,N,,https://nuforc.org/sighting/?id=147348
132424,02/02/2017 12:45,Buffalo,NY,USA,Light,Loud thunder sounding noise green Object went by,02/01/2017,N,,https://nuforc.org/sighting/?id=132424
133026,02/02/2017 01:35,Harrington,WA,USA,Oval,Very slow moving object in night sky.,03/08/2017,N,,https://nuforc.org/sighting/?id=133026
132427,02/01/2017 23:43,Williamsville,NY,USA,Light,Light up the entire sky.,02/02/2017,N,,https://nuforc.org/sighting/?id=132427
132406,02/01/2017 23:00,Dawsonville,GA,USA,Circle,"Bright white circular light doing figure 8 motions, oval motions, and straight dir. motions.  ((NUFORC Note:  Celestial object.  PD))",01/31/2017,N,,https://nuforc.org/sighting/?id=132406
132425,02/01/2017 22:50,Tempe,AZ,USA,Orb,Four orange lights Tempe.,02/01/2017,N,,https://nuforc.org/sighting/?id=132425
132436,02/01/2017 22:15,Fort Leonard Wood,MO,USA,Disk,Driving N 15 mi. N of Ft. Leonard Wood on I-44 north last night at exactly 10:15 pm.  saw line of police cars spaced out .,02/02/2017,N,,https://nuforc.org/sighting/?id=132436
132423,02/01/2017 21:02,Hope,ID,USA,Unknown,Object that gave off a changing red/orange/green light.  Very large.  ((NUFORC Note:  Venus or Sirius?  Anonymous report.  PD)),02/01/2017,N,,https://nuforc.org/sighting/?id=132423
132426,02/01/2017 20:00,Arvada,CO,USA,Formation,We drive our car in the night when we see objects of orange and red lights in a formation in the sky . couple they move and the others,02/01/2017,N,,https://nuforc.org/sighting/?id=132426
132428,02/01/2017 20:00,Angola,NY,USA,Light,I had a client call me about a sighting Over herrplace Angola ny.  ((,02/02/2017,N,,https://nuforc.org/sighting/?id=132428
132416,02/01/2017 19:40,Azusa,CA,USA,Changing,"Object sighted coming in low from foothill area, morphed into 3 rotating ovals and went east and up.",02/01/2017,N,,https://nuforc.org/sighting/?id=132416
132417,02/01/2017 18:30,Jacksonville,FL,USA,Other,"Oval with flashing green and red lights, hovering and no sound.",02/01/2017,N,,https://nuforc.org/sighting/?id=132417
132459,02/01/2017 18:25,West Seattle,WA,USA,Unknown,"I was on a flight from Seattle to Portland and about 10 minutes after take off,  I noticed two lights together off the left side of the",02/04/2017,N,,https://nuforc.org/sighting/?id=132459
132418,02/01/2017 17:46,New London,CT,USA,Chevron,"Bright V-shaped object over New London, near Court House",02/01/2017,N,,https://nuforc.org/sighting/?id=132418
132421,02/01/2017 17:30,Abington,MA,USA,Sphere,Around 5:30PM I was in front of my house when I noticed a bright light in the Northeastern Sky passing by the Beehive Cluster. It seeme,02/01/2017,N,,https://nuforc.org/sighting/?id=132421
132573,02/01/2017 15:00,Helena,AR,USA,Light,INCREDIBLE SIGHTING WITH IMAGES,02/12/2017,N,,https://nuforc.org/sighting/?id=132573
132959,02/01/2017 12:00,not sure,AZ,USA,Oval,I photographed a hot air balloon thru my vehicle's windshield.  A few days later I enlarged photo for a close up view.,03/03/2017,N,,https://nuforc.org/sighting/?id=132959
134617,02/01/2017 11:30,Greer,SC,USA,Light,"I observed a white, illuminating dot hovering in the night sky and it ascended and disappeared.  ((anonymous report))",06/17/2017,N,,https://nuforc.org/sighting/?id=134617
132412,02/01/2017 09:12,Los Angeles/Sherman Oaks,CA,USA,Light,"Two small bright lights moving slightly, they were not touching, than disappeared. There were no clouds",02/01/2017,N,,https://nuforc.org/sighting/?id=132412
132415,02/01/2017 06:00,Chicago,IL,USA,Light,"Notice an object over Chicago west of the moon, I waited an hour to see if it moved.  ((NUFORC Note:  Venus.  PD))",02/01/2017,N,,https://nuforc.org/sighting/?id=132415
132968,02/01/2017 05:05,Dubuque,IA,USA,Disk,"February 1, 2017 was driving west, alone across Julien Dubuque bridge.(Between Iowa and Ill.)   When looking up   I saw a disk shaped c",03/04/2017,N,,https://nuforc.org/sighting/?id=132968
132539,02/01/2017 00:00,Eureka,MO,USA,Disk,Witnessed trailer hauling flying saucer.  ((NUFORC Note:  Other reports.  Piece of USAF equipment.  PD)),02/10/2017,N,,https://nuforc.org/sighting/?id=132539
132408,01/31/2017 23:45,Richlands,NC,USA,Other,Fireball with very bright red beggining of the tail,01/31/2017,N,,https://nuforc.org/sighting/?id=132408
132411,01/31/2017 23:00,Maricopa,AZ,USA,Light,"While driving 347 towards Maricopa, saw 6 lights gradually appear then disappear - 4 in a tight line formation.",01/31/2017,N,,https://nuforc.org/sighting/?id=132411
132422,01/31/2017 22:15,Albany,OR,USA,Sphere,Odd swarelling movement.at end of it's path.,02/01/2017,N,,https://nuforc.org/sighting/?id=132422
132405,01/31/2017 21:00,Charlottesville,VA,USA,Other,Blue and red orb in random circle pattern alternating clockwise and counterclockwise circles and stops,01/31/2017,N,,https://nuforc.org/sighting/?id=132405
132414,01/31/2017 18:40,Mechanicsburg,PA,USA,Light,Four orange yellow lights side by side in a slight 15 degree angle slanting to the right.,02/01/2017,N,,https://nuforc.org/sighting/?id=132414
138666,01/31/2017 06:15,Glendale,AZ,USA,Triangle,Black Triangular Craft over AZ Cardinal Stadium,02/07/2018,N,,https://nuforc.org/sighting/?id=138666
132401,01/31/2017 06:00,Duxbury,MA,USA,Unknown,((HOAX??))  Loud boom heard.,01/31/2017,N,,https://nuforc.org/sighting/?id=132401
132499,01/31/2017 04:00,Strafford,MO,USA,Rectangle,"((HOAX??))  Sightings in Strafford, MO.  ((anonymous report))",02/07/2017,N,,https://nuforc.org/sighting/?id=132499
132398,01/30/2017 21:50,Travelers Rest,SC,USA,Chevron,At 9:50PM I was standing on my front porch facing west. The craft was moving fromy north to south at a high rate of speed. The lights w,01/30/2017,N,,https://nuforc.org/sighting/?id=132398
132393,01/30/2017 20:15,Oviedo,FL,USA,Circle,I saw the moon and above it was I thought was Venus and there was something green and that's why I took a picture.,01/30/2017,N,,https://nuforc.org/sighting/?id=132393
