state_fipcode,county_lookup,county_fipcode,city_lookup,city_fipcode
12,OSCEOLA,C097,KISSIMMEE,1590
54,LOGAN,C045,KISTLER,1420
42,PERRY,C099,KISTLER,4100
08,CHEYENNE,C017,KIT CARSON,1360
18,UNION,C161,KITCHELL,2392
21,KNOTT,C119,KITE,1819
13,JOHNSON,C167,KITE,3030
42,ARMSTRONG,C005,KITTANNING,4110
23,YORK,C031,KITTERY,4250
23,YORK,C031,KITTERY POINT,4300
53,KITTITAS,C037,KITTITAS,1060
08,JEFFERSON,C059,KITTREDGE,1361
37,VANCE,C181,KITTRELL,2460
21,HARLAN,C095,KITTS,1820
39,LAWRENCE,C087,KITTS HILL,3955
37,DARE,C055,KITTY HAWK,2461
24,GARRETT,C023,KITZMILLER,0870
26,ALGER,C003,KIVA,2598
02,NORTHWEST ARCTIC,C188,KIVALINA,1300
39,GEAUGA,C055,KIWANIS LAKE,3959
06,DEL NORTE,C015,KLAMATH,1775
41,KLAMATH,C035,KLAMATH FALLS,1170
06,SISKIYOU,C093,KLAMATH RIVER,1774
02,PRINCE OF WALES OUTER,C201,KLAWOCK,1313
48,DALLAS,C113,KLEBERG,3722
48,HARRIS,C201,KLEIN,3727
42,LEBANON,C075,KLEINFELTERSVILLE,4115
19,HANCOCK,C081,KLEMME,4360
02,NORTHWEST ARCTIC,C188,KLERY CREEK,1315
53,KLICKITAT,C039,KLICKITAT,1062
45,BARNWELL,C011,KLINE,1310
42,SCHUYLKILL,C107,KLINGERSTOWN,4116
48,DELTA,C119,KLONDIKE,3723
17,LAKE,C097,KLONDIKE,4535
04,GRAHAM,C009,KLONDYKE,0258
27,NICOLLET,C103,KLOSSNER,3842
38,NELSON,C063,KLOTEN,1686
02,SKAGWAY-HOONAH-ANGOON,C232,KLUKWAN,1320
55,DUNN,C033,KNAPP,2460
36,CATTARAUGUS,C009,KNAPP CREEK,3065
06,HUMBOLDT,C023,KNEELAND,1772
48,TOM GREEN,C451,KNICKERBOCKER,3726
19,CALHOUN,C025,KNIERIM,4370
27,LAKE,C075,KNIFE RIVER,3845
21,ADAIR,C001,KNIFLEY,1823
37,WAKE,C183,KNIGHTDALE,2470
06,STANISLAUS,C099,KNIGHTS FERRY,1734
06,YOLO,C113,KNIGHTS LANDING,1773
06,CONTRA COSTA,C013,KNIGHTSEN,1762
18,HENRY,C065,KNIGHTSTOWN,2400
18,CLAY,C021,KNIGHTSVILLE,2410
25,HAMPSHIRE,C015,KNIGHTVILLE,0561
02,MATANUSKA SUSITNA,C170,KNIK,1325
48,UVALDE,C463,KNIPPA,3724
54,WETZEL,C103,KNOB FORK,1424
21,METCALFE,C169,KNOB LICK,1821
29,ST FRANCOIS,C187,KNOB LICK,4246
29,JOHNSON,C101,KNOB NOSTER,4250
05,CLAY,C021,KNOBEL,2170
48,HOWARD,C227,KNOTT,3725
37,CURRITUCK,C053,KNOTTS ISLAND,2472
55,DODGE,C027,KNOWLES,2465
40,BEAVER,C007,KNOWLES,2640
36,ORLEANS,C073,KNOWLESVILLE,3063
55,MARATHON,C073,KNOWLTON,2466
34,WARREN,C041,KNOWLTON,1572
18,STARKE,C149,KNOX,2420
42,CLARION,C031,KNOX,4121
38,BENSON,C005,KNOX,1690
42,BEAVER,C007,KNOX,4120
36,ALBANY,C001,KNOX,3066
48,KNOX,C275,KNOX CITY,3730
29,KNOX,C103,KNOX CITY,4260
42,JEFFERSON,C065,KNOX DALE,4125
36,ONEIDA,C065,KNOXBORO,3068
24,FREDERICK,C021,KNOXVILLE,0875
47,KNOX,C093,KNOXVILLE,1300
13,CRAWFORD,C079,KNOXVILLE,3032
01,GREENE,C063,KNOXVILLE,1815
42,TIOGA,C117,KNOXVILLE,4130
05,JOHNSON,C071,KNOXVILLE,2173
17,KNOX,C095,KNOXVILLE,4540
19,MARION,C125,KNOXVILLE,4380
02,NORTHWEST ARCTIC,C188,KOBUK,1330
29,ST LOUIS,C189,KOCH,4267
29,ST LOUIS,C510,KOCH,4267
47,SEVIER,C155,KODAK,1303
02,KODIAK ISLAND,C150,KODIAK,1340
02,KODIAK ISLAND,C150,KODIAK STATION,1342
29,OSAGE,C151,KOELTZTOWN,4269
02,BRISTOL BAY,C060,KOGGIUNG,1344
15,HAWAII,C001,KOHALA,5000
55,SHEBOYGAN,C117,KOHLER,2470
04,GILA,C007,KOHLS RANCH,0265
15,KAUAI,C007,KOKEE,5050
02,LAKE AND PENINSULA,C164,KOKHANOK,1346
02,DILLINGHAM,C070,KOKHANOK,1346
28,MARION,C091,KOKOMO,1247
18,HOWARD,C067,KOKOMO,2430
02,YUKON KOYUKUK,C290,KOKRINES,1350
02,NORTH SLOPE,C185,KOKRUAGAROK,1355
18,GREENE,C055,KOLEEN,2432
02,DILLINGHAM,C070,KOLIGANEK,1360
30,JUDITH BASIN,C045,KOLIN,0688
15,KAUAI,C007,KOLOA,5100
06,ALAMEDA,C001,KOMANDORSKI VILLAGE,1771
21,LETCHER,C133,KONA,1822
40,SEMINOLE,C133,KONAWA,2650
02,BETHEL,C050,KONGIGANAK,1365
51,WASHINGTON,C191,KONNAROCK,1396
49,SEVIER,C041,KOOSHAREM,0880
16,IDAHO,C049,KOOSKIA,0900
16,BONNER,C017,KOOTENAI,0910
42,BEAVER,C007,KOPPEL,4140
48,BOSQUE,C035,KOPPERL,3735
54,WYOMING,C109,KOPPERSTON,1430
06,HUMBOLDT,C023,KORBEL,1763
56,CARBON,C007,KORTEZ DAM,0445
28,ATTALA,C007,KOSCIUSKO,1250
29,OREGON,C149,KOSHKONONG,4270
21,JEFFERSON,C111,KOSMOSDALE,1825
48,LIMESTONE,C293,KOSSE,3740
28,ALCORN,C003,KOSSUTH,1260
42,CLARION,C031,KOSSUTH,4139
02,WADE HAMPTON,C270,KOTLIK,1370
02,NORTHWEST ARCTIC,C188,KOTZEBUE,1380
48,HARDIN,C199,KOUNTZE,3750
18,PORTER,C127,KOUTS,2440
02,NOME,C180,KOYUK,1395
02,YUKON KOYUKUK,C290,KOYUKUK,1400
22,LAFOURCHE,C057,KRAEMER,1216
55,SHAWANO,C115,KRAKOW,2475
18,WARREN,C171,KRAMER,2446
38,BOTTINEAU,C009,KRAMER,1700
06,SAN BERNARDINO,C071,KRAMER JUNCTION,1769
46,CODINGTON,C029,KRANZBURG,1523
02,WADE HAMPTON,C270,KRAVAKSARAK,1404
42,SNYDER,C109,KREAMER,4141
40,PITTSBURG,C121,KREBS,2660
30,HILL,C041,KREMLIN,0691
40,GARFIELD,C047,KREMLIN,2670
08,GRAND,C049,KREMMLING,1380
42,MONROE,C089,KRESGEVILLE,4142
48,SWISHER,C437,KRESS,3754
22,ST LANDRY,C097,KROTZ SPRINGS,1220
48,DENTON,C121,KRUM,3755
39,SUMMIT,C153,KRUMROY,3962
36,ULSTER,C111,KRUMVILLE,3067
21,PERRY,C193,KRYPTON,1827
15,MAUI,C009,KUALAPUU,5150
15,HONOLULU,C003,KUALOA,5180
15,HAWAII,C001,KUKAIAU,5200
15,HAWAII,C001,KUKUIHAELE,5300
15,MAUI,C009,KULA,5350
38,LA MOURE,C045,KULM,1710
42,NORTHUMBERLAND,C097,KULPMONT,4150
42,MONTGOMERY,C091,KULPSVILLE,4152
16,ADA,C001,KUNA,0920
15,HONOLULU,C003,KUNIA,5400
39,WILLIAMS,C171,KUNKLE,3963
42,MONROE,C089,KUNKLETOWN,4155
02,WRANGELL PETERSBURG,C280,KUPREANOF,1406
37,NEW HANOVER,C129,KURE BEACH,2480
48,BRAZOS,C041,KURTEN,3756
22,VERNON,C115,KURTHWOOD,1221
15,HAWAII,C001,KURTISTOWN,5500
18,JACKSON,C071,KURTZ,2448
02,BETHEL,C050,KUSKOVAK,1407
02,KENAI PENINSULA,C122,KUSTATAN,1408
08,ELBERT,C039,KUTCH,1382
21,LYON,C143,KUTTAWA,1830
42,BERKS,C011,KUTZTOWN,4160
02,DILLINGHAM,C070,KVICHAK,1410
02,BETHEL,C050,KWETHLUK,1420
02,BETHEL,C050,KWIGILLINGOK,1430
02,WADE HAMPTON,C270,KWIGORLAK,1435
02,WADE HAMPTON,C270,KWIKPAK,1440
06,EL DORADO,C017,KYBURZ,1764
04,NAVAJO,C017,KYKOTSMOVI VILLAGE,0251
54,MCDOWELL,C047,KYLE,1425
46,SHANNON,C113,KYLE,1525
48,HAYS,C209,KYLE,3760
42,CLEARFIELD,C033,KYLERTOWN,4157
47,HANCOCK,C067,KYLES FORD,1305
26,BARAGA,C013,L'ANSE,2690
56,LINCOLN,C023,LA BARGE,0448
42,FAYETTE,C051,LA BELLE,4169
29,LEWIS,C111,LA BELLE,4280
12,HENDRY,C051,LA BELLE,1600
48,HIDALGO,C215,LA BLANCA,3762
46,GRANT,C051,LA BOLT,1530
06,LOS ANGELES,C037,LA CANADA,1776
53,CLARK,C011,LA CENTER,1080
21,BALLARD,C007,LA CENTER,1840
35,SANTA FE,C049,LA CIENEGA,0467
17,FAYETTE,C051,LA CLEDE,4545
22,ST TAMMANY,C103,LA COMBE,1225
53,SKAGIT,C057,LA CONNER,1090
48,MEDINA,C325,LA COSTE,3766
27,HOUSTON,C055,LA CRESCENT,3850
06,LOS ANGELES,C037,LA CRESCENTA,1777
12,ALACHUA,C001,LA CROSSE,1620
51,MECKLENBURG,C117,LA CROSSE,1400
20,RUSH,C165,LA CROSSE,2910
55,LA CROSSE,C063,LA CROSSE,2490
18,LA PORTE,C091,LA CROSSE,2460
20,LINN,C107,LA CYGNE,2920
29,HENRY,C083,LA DUE,4310
55,VERNON,C123,LA FARGE,2510
36,JEFFERSON,C045,LA FARGEVILLE,3075
21,CHRISTIAN,C047,LA FAYETTE,1860
42,MCKEAN,C083,LA FAYETTE,4168
17,STARK,C175,LA FAYETTE,4570
13,WALKER,C295,LA FAYETTE,3040
36,ONONDAGA,C067,LA FAYETTE,3082
44,WASHINGTON,C009,LA FAYETTE,0111
39,ALLEN,C003,LA FAYETTE,3970
48,CAMERON,C061,LA FERIA,3780
47,CAMPBELL,C013,LA FOLLETTE,1320
18,WABASH,C169,LA FONTAINE,2490
45,ANDERSON,C007,LA FRANCE,1318
08,SAGUACHE,C109,LA GARITA,1395
41,UNION,C061,LA GRANDE,1190
53,PIERCE,C053,LA GRANDE,1103
05,LEE,C077,LA GRANGE,2185
48,FAYETTE,C149,LA GRANGE,3790
06,STANISLAUS,C099,LA GRANGE,1783
13,TROUP,C285,LA GRANGE,3050
21,OLDHAM,C185,LA GRANGE,1870
47,FAYETTE,C047,LA GRANGE,1330
29,LEWIS,C111,LA GRANGE,4320
37,LENOIR,C107,LA GRANGE,2490
26,CASS,C027,LA GRANGE,2601
17,COOK,C031,LA GRANGE,4580
17,COOK,C031,LA GRANGE HIGHLANDS,4585
17,COOK,C031,LA GRANGE PARK,4590
48,STARR,C427,LA GRULLA,3788
36,QUEENS,C081,LA GUARDIA FIELD,3085
06,ORANGE,C059,LA HABRA,1790
06,LOS ANGELES,C037,LA HABRA HEIGHTS,1791
17,HANCOCK,C067,LA HARPE,4600
20,ALLEN,C001,LA HARPE,2930
17,IROQUOIS,C075,LA HOGUE,4643
06,SAN MATEO,C081,LA HONDA,1792
48,EL PASO,C141,LA ISLA,3793
08,CONEJOS,C021,LA JARA,1400
35,SANDOVAL,C043,LA JARA,0458
42,CLEARFIELD,C033,LA JOSE,4177
48,HIDALGO,C215,LA JOYA,3795
08,OTERO,C089,LA JUNTA,1410
35,GUADALUPE,C019,LA LOMA,0463
35,OTERO,C035,LA LUZ,0462
35,RIO ARRIBA,C039,LA MADERA,0464
48,GALVESTON,C167,LA MARQUE,3850
06,SAN DIEGO,C073,LA MESA,1820
35,DONA ANA,C013,LA MESA,0465
06,LOS ANGELES,C037,LA MIRADA,1825
06,LOS ANGELES,C037,LA MIRADA EAST,1828
17,BUREAU,C011,LA MOILLE,4660
29,PETTIS,C159,LA MONTE,4360
19,JACKSON,C097,LA MOTTE,4490
38,LA MOURE,C045,LA MOURE,1730
06,ORANGE,C059,LA PALMA,1842
41,DESCHUTES,C017,LA PINE,1205
17,PIATT,C147,LA PLACE,4683
46,DEWEY,C041,LA PLANT,1595
24,CHARLES,C017,LA PLATA,0890
29,MACON,C121,LA PLATA,4390
35,SAN JUAN,C045,LA PLATA,0466
42,LACKAWANNA,C069,LA PLUME,4262
55,ASHLAND,C003,LA POINTE,2585
18,LA PORTE,C091,LA PORTE,2570
06,PLUMAS,C063,LA PORTE,1843
48,HARRIS,C201,LA PORTE,3890
19,BLACK HAWK,C013,LA PORTE CITY,4520
27,ITASCA,C061,LA PRAIRIE,4050
17,ADAMS,C001,LA PRAIRIE,4685
48,ZAVALA,C507,LA PRYOR,3891
06,LOS ANGELES,C037,LA PUENTE,1845
35,RIO ARRIBA,C039,LA PUENTO,0469
53,CLALLAM,C009,LA PUSH,1143
06,RIVERSIDE,C065,LA QUINTA,1846
17,MARSHALL,C123,LA ROSE,4688
39,MARION,C101,LA RUE,4060
29,JASPER,C097,LA RUSSELL,4410
49,SAN JUAN,C037,LA SAL,0896
26,MONROE,C115,LA SALLE,2723
27,WATONWAN,C165,LA SALLE,4060
17,LA SALLE,C099,LA SALLE,4690
48,JACKSON,C239,LA SALLE,3903
08,WELD,C123,LA SALLE,1460
06,SANTA CRUZ,C087,LA SELVA BEACH,1855
48,EL PASO,C141,LA TUNA,3905
35,DONA ANA,C013,LA UNION,0492
24,ALLEGANY,C001,LA VALE,0905
55,SAUK,C111,LA VALLE,2590
47,RUTHERFORD,C149,LA VERGNE,1345
49,WASHINGTON,C053,LA VERKIN,0900
06,LOS ANGELES,C037,LA VERNE,1870
48,WILSON,C493,LA VERNIA,3909
08,HUERFANO,C055,LA VETA,1480
48,HIDALGO,C215,LA VILLA,3908
31,SARPY,C153,LA VISTA,2745
48,JACKSON,C239,LA WARD,3911
47,GRUNDY,C061,LAAGER,1308
29,FRANKLIN,C071,LABADIE,4279
22,ASSUMPTION,C007,LABADIEVILLE,1223
22,POINTE COUPEE,C077,LABARRE,1224
20,LABETTE,C099,LABETTE,2900
55,VILAS,C125,LAC DU FLAMBEAU,2477
55,WAUKESHA,C133,LAC LA BELLE,2480
22,VERNON,C115,LACAMP,1226
39,OTTAWA,C123,LACARNE,3965
22,JEFFERSON,C051,LACASSINE,1222
53,THURSTON,C067,LACEY,1102
51,ROCKINGHAM,C165,LACEY SPRING,1398
01,MORGAN,C103,LACEYS SPRING,1818
42,WYOMING,C131,LACEYVILLE,4170
26,ALPENA,C007,LACHINE,2599
36,ERIE,C029,LACKAWANNA,3070
42,PIKE,C103,LACKAWAXEN,4171
51,YORK,C199,LACKEY,1399
21,FLOYD,C071,LACKEY,1850
48,BEXAR,C029,LACKLAND AFB,3765
16,BONNER,C017,LACLEDE,0923
29,LINN,C115,LACLEDE,4290
41,LINN,C043,LACOMB,1179
17,MARSHALL,C123,LACON,4550
19,WARREN,C181,LACONA,4390
36,OSWEGO,C075,LACONA,3080
33,BELKNAP,C001,LACONIA,0260
18,HARRISON,C061,LACONIA,2450
47,FAYETTE,C047,LACONIA,1309
12,PASCO,C101,LACOOCHEE,1610
26,VAN BUREN,C159,LACOTA,2602
05,IZARD,C065,LACROSSE,2176
53,WHITMAN,C075,LACROSSE,1100
48,MCLENNAN,C309,LACY LAKEVIEW,3769
17,BUREAU,C011,LADD,4560
29,AUDRAIN,C007,LADDONIA,4300
05,DREW,C043,LADELLE,2180
06,SAN MATEO,C081,LADERA,1778
06,LOS ANGELES,C037,LADERA HEIGHTS,1784
24,FREDERICK,C021,LADIESBURG,0876
46,HARDING,C063,LADNER,1535
18,MONTGOMERY,C107,LADOGA,2470
48,FANNIN,C147,LADONIA,3770
19,IOWA,C095,LADORA,4400
45,BERKELEY,C015,LADSON,1316
45,CHARLESTON,C019,LADSON,1316
12,LAKE,C069,LADY LAKE,1630
51,CAROLINE,C033,LADYSMITH,1402
55,RUSK,C107,LADYSMITH,2500
08,BOULDER,C013,LAFAYETTE,1390
01,CHAMBERS,C017,LAFAYETTE,1820
18,TIPPECANOE,C157,LAFAYETTE,2480
34,SUSSEX,C037,LAFAYETTE,1576
22,LAFAYETTE,C055,LAFAYETTE,1230
41,YAMHILL,C071,LAFAYETTE,1180
06,CONTRA COSTA,C013,LAFAYETTE,1779
27,NICOLLET,C103,LAFAYETTE,3860
47,MACON,C111,LAFAYETTE,1310
42,MONTGOMERY,C091,LAFAYETTE HILL,4172
28,LAFAYETTE,C071,LAFAYETTE SPRINGS,1270
36,DUTCHESS,C027,LAFAYETTEVILLE,3081
05,GREENE,C055,LAFE,2183
39,BELMONT,C013,LAFFERTY,3976
22,JEFFERSON,C051,LAFITTE,1231
42,LUZERNE,C079,LAFLIN,4167
20,WILSON,C205,LAFONTAINE,2923
17,KANE,C089,LAFOX,4575
48,WILLIAMSON,C491,LAGO VISTA,3781
02,YUKON KOYUKUK,C290,LAGOON,1445
56,GOSHEN,C015,LAGRANGE,0450
23,PENOBSCOT,C019,LAGRANGE,4310
39,LORAIN,C093,LAGRANGE,3980
18,LAGRANGE,C087,LAGRANGE,2500
36,DUTCHESS,C027,LAGRANGEVILLE,3084
18,WABASH,C169,LAGRO,2510
35,CIBOLA,C006,LAGUNA,0457
06,ORANGE,C059,LAGUNA BEACH,1780
12,BAY,C005,LAGUNA BEACH,1635
48,CAMERON,C061,LAGUNA HEIGHTS,3791
06,ORANGE,C059,LAGUNA HILLS,1782
06,ORANGE,C059,LAGUNA NIGUEL,1786
48,CAMERON,C061,LAGUNA VISTA,3792
06,MARIN,C041,LAGUNITAS,1781
15,MAUI,C009,LAHAINA,5600
42,BUCKS,C017,LAHASKA,4176
54,GRANT,C023,LAHMANSVILLE,1431
40,GARFIELD,C047,LAHOMA,2680
51,ORANGE,C137,LAHORE,1406
15,HONOLULU,C003,LAIE,5700
39,MONROE,C111,LAINGS,3982
26,SHIAWASSEE,C155,LAINGSBURG,2600
08,YUMA,C125,LAIRD,1398
48,RUSK,C401,LAIRD HILL,3794
42,LYCOMING,C081,LAIRDSVILLE,4189
35,SOCORRO,C053,LAJOYA,0461
28,SCOTT,C123,LAKE,1280
28,NEWTON,C101,LAKE,1280
54,LOGAN,C045,LAKE,1432
26,CLARE,C035,LAKE,2607
12,POLK,C105,LAKE ALFRED,1640
40,OKLAHOMA,C109,LAKE ALUMA,2684
46,CHARLES MIX,C023,LAKE ANDES,1540
26,OAKLAND,C125,LAKE ANGELUS,2610
26,BENZIE,C019,LAKE ANN,2620
42,WAYNE,C127,LAKE ARIEL,4173
42,LACKAWANNA,C069,LAKE ARIEL,4173
06,SAN BERNARDINO,C071,LAKE ARROWHEAD,1797
35,CHAVES,C005,LAKE ARTHUR,0460
22,JEFFERSON DAVIS,C053,LAKE ARTHUR,1240
48,BRAZORIA,C039,LAKE BARBARA,3796
17,LAKE,C097,LAKE BARRINGTON,4609
27,LINCOLN,C081,LAKE BENTON,3870
17,LAKE,C097,LAKE BLUFF,4610
27,KITTSON,C069,LAKE BRONSON,3880
12,ORANGE,C095,LAKE BUENA VISTA,1645
12,UNION,C125,LAKE BUTLER,1650
36,PUTNAM,C079,LAKE CARMEL,3090
22,CALCASIEU,C019,LAKE CHARLES,1250
18,CASS,C017,LAKE CICOTT,2512
42,ERIE,C049,LAKE CITY,4174
29,JACKSON,C095,LAKE CITY,4325
26,MISSAUKEE,C113,LAKE CITY,2630
47,ANDERSON,C001,LAKE CITY,1340
19,CALHOUN,C025,LAKE CITY,4410
12,COLUMBIA,C023,LAKE CITY,1660
17,MOULTRIE,C139,LAKE CITY,4612
45,FLORENCE,C041,LAKE CITY,1320
21,LIVINGSTON,C139,LAKE CITY,1874
13,CLAYTON,C063,LAKE CITY,3055
46,MARSHALL,C091,LAKE CITY,1550
05,CRAIGHEAD,C031,LAKE CITY,2190
20,BARBER,C007,LAKE CITY,2932
06,MODOC,C049,LAKE CITY,1793
08,HINSDALE,C053,LAKE CITY,1420
27,WABASHA,C157,LAKE CITY,3890
12,PALM BEACH,C099,LAKE CLARKE SHORES,1662
36,FRANKLIN,C033,LAKE CLEAR,3093
12,PUTNAM,C107,LAKE COMO,1664
42,WAYNE,C127,LAKE COMO,4178
28,DE SOTO,C033,LAKE CORMORANT,1285
48,DELTA,C119,LAKE CREEK,3797
27,BLUE EARTH,C013,LAKE CRYSTAL,3900
48,DENTON,C121,LAKE DALLAS,3798
55,SAUK,C111,LAKE DELTON,2515
27,WASHINGTON,C163,LAKE ELMO,3910
26,BARRY,C015,LAKE ELMORE,0293
06,RIVERSIDE,C065,LAKE ELSINORE,1801
36,ERIE,C029,LAKE ERIE BEACH,3095
26,GENESEE,C049,LAKE FENTON,2629
06,RIVERSIDE,C065,LAKE FOREST,1794
06,PLACER,C061,LAKE FOREST,1794
17,LAKE,C097,LAKE FOREST,4620
06,ORANGE,C059,LAKE FOREST,1794
53,KING,C033,LAKE FOREST PARK,1107
16,VALLEY,C085,LAKE FORK,0925
17,LOGAN,C107,LAKE FORK,4622
06,PLACER,C061,LAKE FORREST,1795
05,BENTON,C007,LAKE FRANCES,2200
55,WALWORTH,C127,LAKE GENEVA,2520
12,CLAY,C019,LAKE GENEVA,1665
08,PARK,C093,LAKE GEORGE,1421
26,CLARE,C035,LAKE GEORGE,2628
36,WARREN,C113,LAKE GEORGE,3100
27,HUBBARD,C057,LAKE GEORGE,3935
36,SUFFOLK,C103,LAKE GROVE,3103
41,CLACKAMAS,C005,LAKE GROVE,1195
05,GARLAND,C051,LAKE HAMILTON,2205
12,POLK,C105,LAKE HAMILTON,1670
12,PALM BEACH,C099,LAKE HARBOR,1675
42,CARBON,C025,LAKE HARMONY,4183
04,MOHAVE,C015,LAKE HAVASU CITY,0268
12,VOLUSIA,C127,LAKE HELEN,1680
27,STEARNS,C145,LAKE HENRY,3940
34,MORRIS,C027,LAKE HIAWATHA,1578
36,ULSTER,C111,LAKE HILL,3104
34,MORRIS,C027,LAKE HOPATCONG,1579
27,CROW WING,C035,LAKE HUBERT,3945
06,LOS ANGELES,C037,LAKE HUGHES,1798
36,SULLIVAN,C105,LAKE HUNTINGTON,3102
17,MCHENRY,C111,LAKE IN THE HILLS,4625
06,KERN,C029,LAKE ISABELLA,1799
27,CLEARWATER,C029,LAKE ITASCA,3946
48,BRAZORIA,C039,LAKE JACKSON,3800
12,LAKE,C069,LAKE JEM,1684
37,HAYWOOD,C087,LAKE JUNALUSKA,2495
36,ULSTER,C111,LAKE KATRINE,3106
48,COOKE,C097,LAKE KIOWA,3805
26,LEELANAU,C089,LAKE LEELANAU,2635
27,KANDIYOHI,C067,LAKE LILLIAN,3960
26,HOUGHTON,C061,LAKE LINDEN,2640
24,FREDERICK,C021,LAKE LINGANORE,0874
06,LOS ANGELES,C037,LAKE LOS ANGELES,1802
29,JACKSON,C095,LAKE LOTAWANA,4326
21,JEFFERSON,C111,LAKE LOUISVILLA,1876
21,OLDHAM,C185,LAKE LOUISVILLA,1876
37,RUTHERFORD,C161,LAKE LURE,2500
36,WARREN,C113,LAKE LUZERNE,3105
42,FAYETTE,C051,LAKE LYNN,4184
12,SEMINOLE,C117,LAKE MARY,1705
30,FLATHEAD,C029,LAKE MC DONALD,0698
32,WASHOE,C031,LAKE MEAD BASE US NAVY,0127
19,WINNEBAGO,C189,LAKE MILLS,4420
55,JEFFERSON,C055,LAKE MILLS,2530
39,MAHONING,C099,LAKE MILTON,3998
02,YUKON KOYUKUK,C290,LAKE MINCHUMINA,1450
34,SUSSEX,C037,LAKE MOHAWK,1600
12,SEMINOLE,C117,LAKE MONROE,1715
04,YAVAPAI,C025,LAKE MONTEZUMA,0271
55,DOUGLAS,C031,LAKE NEBAGAMON,2540
46,HAMLIN,C057,LAKE NORDEN,1560
26,IONIA,C067,LAKE ODESSA,2650
26,OAKLAND,C125,LAKE ORION,2660
26,OAKLAND,C125,LAKE ORION HTS,2670
41,MULTNOMAH,C051,LAKE OSWEGO,1197
41,CLACKAMAS,C005,LAKE OSWEGO,1197
29,MILLER,C131,LAKE OZARK,4327
12,SUMTER,C119,LAKE PANASOFFKEE,1717
13,LOWNDES,C185,LAKE PARK,3070
12,PALM BEACH,C099,LAKE PARK,1720
27,BECKER,C005,LAKE PARK,3970
19,DICKINSON,C059,LAKE PARK,4430
36,PUTNAM,C079,LAKE PEEKSKILL,3108
36,ESSEX,C031,LAKE PLACID,3110
12,HIGHLANDS,C055,LAKE PLACID,1730
25,FRANKLIN,C011,LAKE PLEASANT,0562
36,HAMILTON,C041,LAKE PLEASANT,3115
46,KINGSBURY,C077,LAKE PRESTON,1570
22,EAST CARROLL,C035,LAKE PROVIDENCE,1260
20,JOHNSON,C091,LAKE QUIVIRA,2935
48,LUBBOCK,C303,LAKE RANSON CANYON,3806
51,PRINCE WILLIAM,C153,LAKE RIDGE,1409
36,SUFFOLK,C103,LAKE RONKONKOMA,3117
29,ST CHARLES,C183,LAKE SAINT LOUIS,4328
06,SAN DIEGO,C073,LAKE SAN MARCOS,1803
39,STARK,C151,LAKE SLAGLE,4015
29,DENT,C065,LAKE SPRING,4335
27,WASHINGTON,C163,LAKE ST CROIX BEACH,3976
18,LAKE,C089,LAKE STATION,2515
53,SNOHOMISH,C061,LAKE STEVENS,1120
36,NASSAU,C059,LAKE SUCCESS,3120
48,RANDALL,C381,LAKE TANGLEWOOD,3814
29,JACKSON,C095,LAKE TAPAWINGO,4336
13,CLAYTON,C063,LAKE TARA,3080
55,ONEIDA,C085,LAKE TOMAHAWK,2555
37,TRANSYLVANIA,C175,LAKE TOXAWAY,2506
12,BROWARD,C011,LAKE VIEW,1735
36,ERIE,C029,LAKE VIEW,3125
19,SAC,C161,LAKE VIEW,4450
17,LAKE,C097,LAKE VILLA,4630
05,CHICOT,C017,LAKE VILLAGE,2210
18,NEWTON,C111,LAKE VILLAGE,2525
37,COLUMBUS,C047,LAKE WACCAMAW,2510
12,POLK,C105,LAKE WALES,1740
29,PLATTE,C165,LAKE WAUKOMIS,4345
38,KIDDER,C043,LAKE WILLIAMS,1715
27,MURRAY,C101,LAKE WILSON,4000
29,CASS,C037,LAKE WINNEBAGO,4347
42,WYOMING,C131,LAKE WINOLA,4186
12,PALM BEACH,C099,LAKE WORTH BEACH,1750
48,TARRANT,C439,LAKE WORTH VILLAGE,3840
17,LAKE,C097,LAKE ZURICH,4650
53,PIERCE,C053,LAKEBAY,1105
27,JACKSON,C063,LAKEFIELD,3920
06,SHASTA,C089,LAKEHEAD,1796
34,OCEAN,C029,LAKEHURST,1580
27,WASHINGTON,C163,LAKELAND,3949
13,LANIER,C173,LAKELAND,3060
22,POINTE COUPEE,C077,LAKELAND,1259
47,SHELBY,C157,LAKELAND,1338
47,SHELBY,C157,LAKELAND,1348
26,LIVINGSTON,C093,LAKELAND,2634
12,POLK,C105,LAKELAND,1690
29,MILLER,C131,LAKELAND,4329
27,WASHINGTON,C163,LAKELAND SHORES,3950
39,LAKE,C085,LAKELINE,3990
36,YATES,C123,LAKEMONT,3107
13,RABUN,C241,LAKEMONT,3063
17,MCHENRY,C111,LAKEMOOR,4626
39,SUMMIT,C153,LAKEMORE,4000
49,TOOELE,C045,LAKEPOINT,0885
06,LAKE,C033,LAKEPORT,1800
26,ST CLAIR,C147,LAKEPORT,2675
48,GREGG,C183,LAKEPORT,3812
29,ST LOUIS,C189,LAKESHIRE,4330
29,ST LOUIS,C510,LAKESHIRE,4330
28,HANCOCK,C045,LAKESHORE,1286
06,FRESNO,C019,LAKESHORE,1804
26,ALLEGAN,C005,LAKESHORE,2676
41,COOS,C011,LAKESIDE,1198
31,SHERIDAN,C161,LAKESIDE,2727
04,NAVAJO,C017,LAKESIDE,0262
19,BUENA VISTA,C021,LAKESIDE,4440
06,SAN DIEGO,C073,LAKESIDE,1805
48,TARRANT,C439,LAKESIDE,3813
