state_fipcode,county_lookup,county_fipcode,city_lookup,city_fipcode
29,ST LOUIS,C189,ELLISVILLE,2460
29,ST LOUIS,C510,ELLISVILLE,2460
28,JONES,C067,ELLISVILLE,0800
45,ORANGEBURG,C075,ELLOREE,0800
42,LAWRENCE,C073,ELLPORT,2560
29,CARTER,C035,ELLSINORE,2470
19,RINGGOLD,C159,ELLSTON,2710
42,WASHINGTON,C125,ELLSWORTH,2570
55,PIERCE,C093,ELLSWORTH,1570
23,HANCOCK,C009,ELLSWORTH,2500
19,HAMILTON,C079,ELLSWORTH,2720
26,ANTRIM,C009,ELLSWORTH,1540
20,ELLSWORTH,C053,ELLSWORTH,1610
27,NOBLES,C105,ELLSWORTH,2140
39,MAHONING,C099,ELLSWORTH,2458
17,MCLEAN,C113,ELLSWORTH,2745
31,SHERIDAN,C161,ELLSWORTH,1662
46,PENNINGTON,C103,ELLSWORTH AFB,0885
33,GRAFTON,C009,ELLSWORTH TOWN,0128
42,BEAVER,C007,ELLWOOD CITY,2580
42,LAWRENCE,C073,ELLWOOD CITY,2580
42,LANCASTER,C071,ELM,2582
37,WILSON,C195,ELM CITY,1520
31,BUFFALO,C019,ELM CREEK,1670
22,BOSSIER,C015,ELM GROVE,0665
39,PIKE,C131,ELM GROVE,2459
54,OHIO,C069,ELM GROVE,0821
55,WAUKESHA,C133,ELM GROVE,1575
26,GRATIOT,C057,ELM HALL,1544
48,MCLENNAN,C309,ELM MOTT,2186
05,WASHINGTON,C143,ELM SPRINGS,1220
46,MEADE,C093,ELM SPRINGS,0887
19,HOWARD,C089,ELMA,2730
36,ERIE,C029,ELMA,1844
53,GRAYS HARBOR,C027,ELMA,0630
48,MATAGORDA,C321,ELMATON,2185
27,MORRISON,C097,ELMDALE,2150
20,CHASE,C017,ELMDALE,1620
48,BEXAR,C029,ELMENDORF,2187
02,ANCHORAGE,C020,ELMENDORF AFB,0710
40,JACKSON,C065,ELMER,1520
34,SALEM,C033,ELMER,0870
29,MACON,C121,ELMER,2490
22,RAPIDES,C079,ELMER,0663
53,OKANOGAN,C047,ELMER CITY,0640
42,LACKAWANNA,C069,ELMHURST,2591
17,DU PAGE,C043,ELMHURST,2750
55,LANGLADE,C067,ELMHURST,1576
06,SOLANO,C095,ELMIRA,1112
26,OTSEGO,C137,ELMIRA,1542
41,LANE,C039,ELMIRA,0625
54,BRAXTON,C007,ELMIRA,0822
29,RAY,C177,ELMIRA,2500
36,CHEMUNG,C015,ELMIRA,1850
26,ANTRIM,C009,ELMIRA,1542
36,CHEMUNG,C015,ELMIRA HEIGHTS,1860
29,NODAWAY,C147,ELMO,2510
30,LAKE,C047,ELMO,0393
49,EMERY,C015,ELMO,0370
56,CARBON,C007,ELMO,0250
48,KAUFMAN,C257,ELMO,2188
13,BAKER,C007,ELMODEL,2002
36,NASSAU,C059,ELMONT,1861
42,CAMBRIA,C021,ELMORA,2583
39,OTTAWA,C123,ELMORE,2460
27,FARIBAULT,C043,ELMORE,2160
01,ELMORE,C051,ELMORE,1025
40,GARVIN,C049,ELMORE CITY,1530
21,KNOTT,C119,ELMROCK,1027
36,WESTCHESTER,C119,ELMSFORD,1870
25,PLYMOUTH,C023,ELMWOOD,0306
34,BERGEN,C003,ELMWOOD,0882
39,PICKAWAY,C129,ELMWOOD,2465
31,CASS,C025,ELMWOOD,1680
55,PIERCE,C093,ELMWOOD,1580
47,SMITH,C159,ELMWOOD,0788
17,PEORIA,C143,ELMWOOD,2760
40,BEAVER,C007,ELMWOOD,1532
34,BERGEN,C003,ELMWOOD PARK,0883
17,COOK,C031,ELMWOOD PARK,2770
55,RACINE,C101,ELMWOOD PARK,1582
39,HAMILTON,C061,ELMWOOD PLACE,2470
21,JOHNSON,C115,ELNA,1028
36,SARATOGA,C091,ELNORA,1869
18,DAVIESS,C027,ELNORA,1430
12,POLK,C105,ELOISE,0941
37,ALAMANCE,C001,ELON COLLEGE,1530
47,LINCOLN,C103,ELORA,0777
04,PINAL,C021,ELOY,0160
42,WASHINGTON,C125,ELRAMA,2584
01,TUSCALOOSA,C125,ELROD,1024
18,RIPLEY,C137,ELROD,1435
27,STEARNS,C145,ELROSA,2170
48,TRAVIS,C453,ELROY,2192
55,JUNEAU,C057,ELROY,1590
48,HIDALGO,C215,ELSA,2200
17,JERSEY,C083,ELSAH,2790
29,LINCOLN,C113,ELSBERRY,2520
21,MAGOFFIN,C153,ELSIE,1029
26,CLINTON,C037,ELSIE,1550
31,PERKINS,C135,ELSIE,1690
49,SEVIER,C041,ELSINORE,0380
06,RIVERSIDE,C065,ELSINORE,1160
31,CHERRY,C031,ELSMERE,1698
10,NEW CASTLE,C003,ELSMERE,0150
36,ALBANY,C001,ELSMERE,1871
21,KENTON,C117,ELSMERE,1030
20,ALLEN,C001,ELSMORE,1630
42,CAMBRIA,C021,ELTON,2588
22,JEFFERSON DAVIS,C053,ELTON,0670
55,LANGLADE,C067,ELTON,1592
54,SUMMERS,C089,ELTON,0828
53,FRANKLIN,C021,ELTOPIA,0645
17,HANCOCK,C067,ELVASTON,2796
24,ANNE ARUNDEL,C003,ELVATON,0535
42,CHESTER,C029,ELVERSON,2585
06,SACRAMENTO,C067,ELVERTA,1163
29,ST FRANCOIS,C187,ELVINS,2530
53,CLALLAM,C009,ELWAH IND RESERVATION,0646
26,GRATIOT,C057,ELWELL,1552
17,MACON,C115,ELWIN,2797
20,DONIPHAN,C043,ELWOOD,1640
18,MADISON,C095,ELWOOD,1440
19,CLINTON,C045,ELWOOD,2735
34,ATLANTIC,C001,ELWOOD,0885
36,SUFFOLK,C103,ELWOOD,1873
49,BOX ELDER,C003,ELWOOD,0390
17,WILL,C197,ELWOOD,2800
31,GOSPER,C073,ELWOOD,1700
42,DELAWARE,C045,ELWYN,2586
19,LINN,C113,ELY,2740
27,ST LOUIS,C137,ELY,2180
32,WHITE PINE,C033,ELY,0080
50,ORANGE,C017,ELY,0203
31,VALLEY,C175,ELYRIA,1710
39,LORAIN,C093,ELYRIA,2480
42,NORTHUMBERLAND,C097,ELYSBURG,2587
27,LE SUEUR,C079,ELYSIAN,2190
48,HARRISON,C203,ELYSIAN FIELDS,2204
55,WAUPACA,C135,EMBARRASS,1600
27,ST LOUIS,C137,EMBARRASS,2198
56,BIG HORN,C003,EMBLEM,0255
42,CHESTER,C029,EMBREEVILLE,2589
47,WASHINGTON,C179,EMBREEVILLE JCT,0780
35,RIO ARRIBA,C039,EMBUDO,0272
17,LOGAN,C107,EMDEN,2810
29,SHELBY,C205,EMDEN,2535
42,CAMBRIA,C021,EMEIGH,2593
01,SUMTER,C119,EMELLE,1026
38,GRAND FORKS,C035,EMERADO,0961
31,LANCASTER,C109,EMERALD,1716
55,ST CROIX,C109,EMERALD,1605
37,CARTERET,C031,EMERALD ISLE,1531
19,MILLS,C129,EMERSON,2750
31,THURSTON,C173,EMERSON,1720
34,BERGEN,C003,EMERSON,0880
31,DIXON,C051,EMERSON,1720
31,DAKOTA,C043,EMERSON,1720
17,WHITESIDE,C195,EMERSON,2812
13,BARTOW,C015,EMERSON,2010
05,COLUMBIA,C027,EMERSON,1230
37,BLADEN,C017,EMERSON,1532
46,HANSON,C061,EMERY,0890
49,EMERY,C015,EMERY,0400
23,YORK,C031,EMERY MILLS,2504
06,ALAMEDA,C001,EMERYVILLE,1170
48,NAVARRO,C349,EMHOUSE,2210
16,BENEWAH,C009,EMIDA,0479
30,PARK,C067,EMIGRANT,0391
06,PLACER,C061,EMIGRANT GAP,1175
42,YORK,C133,EMIGSVILLE,2592
27,CROW WING,C035,EMILY,2199
21,HENRY,C103,EMINENCE,1040
18,MORGAN,C109,EMINENCE,1443
29,SHANNON,C203,EMINENCE,2540
17,LIVINGSTON,C105,EMINGTON,2815
18,KNOX,C083,EMISON,1445
42,VENANGO,C121,EMLENTON,2590
21,WHITLEY,C235,EMLYN,1043
29,SALINE,C195,EMMA,2542
29,LAFAYETTE,C107,EMMA,2542
17,WHITE,C193,EMMA,2817
21,FLOYD,C071,EMMA,1038
21,KNOTT,C119,EMMALENA,1042
42,LEHIGH,C077,EMMAUS,2600
31,HOLT,C089,EMMET,1730
05,NEVADA,C099,EMMET,1240
38,MCLEAN,C055,EMMET,0962
19,PALO ALTO,C147,EMMETSBURG,2760
26,ST CLAIR,C147,EMMETT,1560
20,POTTAWATOMIE,C149,EMMETT,1650
54,LOGAN,C045,EMMETT,0823
16,GEM,C045,EMMETT,0480
24,FREDERICK,C021,EMMITSBURG,0540
02,WADE HAMPTON,C270,EMMONAK,0728
27,FREEBORN,C047,EMMONS,2200
51,WASHINGTON,C191,EMORY,0866
48,RAINS,C379,EMORY,2220
24,MONTGOMERY,C031,EMORY GROVE,0541
13,DE KALB,C089,EMORY UNIVERSITY,2017
39,JEFFERSON,C081,EMPIRE,2490
08,CLEAR CREEK,C019,EMPIRE,0730
22,PLAQUEMINES,C075,EMPIRE,0673
13,DODGE,C091,EMPIRE,2020
01,WALKER,C127,EMPIRE,1028
06,STANISLAUS,C099,EMPIRE,1180
32,WASHOE,C031,EMPIRE,0082
26,LEELANAU,C089,EMPIRE,1570
51,EMPORIA,C595,EMPORIA,0870
20,LYON,C111,EMPORIA,1660
42,CAMERON,C023,EMPORIUM,2610
42,ALLEGHENY,C003,EMSWORTH,2620
16,SHOSHONE,C079,ENAVILLE,0481
56,CARBON,C007,ENCAMPMENT,0260
48,HENDERSON,C213,ENCHANTED OAKS,2223
48,LA SALLE,C283,ENCINAL,2225
35,CIBOLA,C006,ENCINAL,0269
06,SAN DIEGO,C073,ENCINITAS,1182
35,TORRANCE,C057,ENCINO,0270
48,BROOKS,C047,ENCINO,2227
42,FOREST,C053,ENDEAVOR,2623
55,MARQUETTE,C077,ENDEAVOR,1610
38,RANSOM,C073,ENDERLIN,0970
31,CHASE,C029,ENDERS,1735
21,FLOYD,C071,ENDICOTT,1045
31,JEFFERSON,C095,ENDICOTT,1740
53,WHITMAN,C075,ENDICOTT,0650
36,BROOME,C007,ENDICOTT,1880
36,BROOME,C007,ENDWELL,1882
17,WILLIAMSON,C199,ENERGY,2820
48,COMANCHE,C093,ENERGY,2230
23,PENOBSCOT,C019,ENFIELD,2505
33,GRAFTON,C009,ENFIELD,0120
17,WHITE,C193,ENFIELD,2830
37,HALIFAX,C083,ENFIELD,1540
09,HARTFORD,C003,ENFIELD,0229
33,GRAFTON,C009,ENFIELD CENTER,0121
26,MACKINAC,C097,ENGADINE,1575
37,HYDE,C095,ENGELHARD,1545
05,LONOKE,C085,ENGLAND,1250
22,RAPIDES,C079,ENGLAND AFB,0675
21,PERRY,C193,ENGLE,1047
51,FAIRFAX,C600,ENGLESIDE,0872
51,FAIRFAX,C059,ENGLESIDE,0872
38,RANSOM,C073,ENGLEVALE,0975
20,CLARK,C025,ENGLEWOOD,1670
12,CHARLOTTE,C015,ENGLEWOOD,0945
47,MCMINN,C107,ENGLEWOOD,0790
18,LAWRENCE,C093,ENGLEWOOD,1450
08,ARAPAHOE,C005,ENGLEWOOD,0740
39,MONTGOMERY,C113,ENGLEWOOD,2500
34,BERGEN,C003,ENGLEWOOD,0890
12,SARASOTA,C115,ENGLEWOOD,0945
34,BERGEN,C003,ENGLEWOOD CLIFFS,0900
54,MCDOWELL,C047,ENGLISH,0824
18,CRAWFORD,C025,ENGLISH,1460
02,KENAI PENINSULA,C122,ENGLISH BAY,0730
34,MONMOUTH,C025,ENGLISHTOWN,0910
40,GARFIELD,C047,ENID,1550
28,TALLAHATCHIE,C135,ENID,0810
30,RICHLAND,C083,ENID,0394
28,YALOBUSHA,C161,ENID LAKE,0812
13,BERRIEN,C019,ENIGMA,2030
37,BUNCOMBE,C021,ENKA,1550
48,DELTA,C119,ENLOE,2235
37,ALLEGHANY,C005,ENNICE,1552
46,MEADE,C093,ENNING,0895
48,ELLIS,C139,ENNIS,2240
30,MADISON,C057,ENNIS,0395
48,BAILEY,C017,ENOCHS,2242
42,CUMBERLAND,C041,ENOLA,2625
05,FAULKNER,C045,ENOLA,1260
39,CLARK,C023,ENON,2510
42,LAWRENCE,C073,ENON VALLEY,2626
45,SPARTANBURG,C083,ENOREE,0810
50,FRANKLIN,C011,ENOSBURG FALLS,0190
35,RIO ARRIBA,C039,ENSENADA,0274
26,DELTA,C041,ENSIGN,1584
20,GRAY,C069,ENSIGN,1680
12,ESCAMBIA,C033,ENSLEY,0944
08,EL PASO,C041,ENT AIR FORCE BASE,0745
12,VOLUSIA,C127,ENTERPRISE,0946
20,DICKINSON,C041,ENTERPRISE,1690
01,COFFEE,C031,ENTERPRISE,1030
28,CLARKE,C023,ENTERPRISE,0820
54,HARRISON,C033,ENTERPRISE,0825
41,WALLOWA,C063,ENTERPRISE,0640
49,WASHINGTON,C053,ENTERPRISE,0410
06,SHASTA,C089,ENTERPRISE,1187
22,CATAHOULA,C025,ENTERPRISE,0676
53,CHELAN,C007,ENTIAT,0660
42,HUNTINGDON,C061,ENTRIKEN,2628
53,KING,C033,ENUMCLAW,0670
47,CHESTER,C023,ENVILLE,0797
47,MCNAIRY,C109,ENVILLE,0797
48,CONCHO,C095,EOLA,2243
22,AVOYELLES,C009,EOLA,0678
17,DU PAGE,C043,EOLA,2834
21,LETCHER,C133,EOLIA,1041
29,PIKE,C163,EOLIA,2544
01,SUMTER,C119,EPES,1040
49,SANPETE,C039,EPHRAIM,0420
55,DOOR,C029,EPHRAIM,1620
42,LANCASTER,C071,EPHRATA,2630
53,GRANT,C025,EPHRATA,0680
26,MACKINAC,C097,EPOUFETTE,1585
38,WILLIAMS,C105,EPPING,0980
33,ROCKINGHAM,C015,EPPING,0123
22,WEST CARROLL,C123,EPPS,0680
30,POWDER RIVER,C075,EPSIE,0397
33,MERRIMACK,C013,EPSOM,0124
18,DAVIESS,C027,EPSOM,1464
13,FANNIN,C111,EPWORTH,2034
19,DUBUQUE,C061,EPWORTH,2770
17,GALLATIN,C059,EQUALITY,2840
01,COOSA,C037,EQUALITY,1042
45,ANDERSON,C007,EQUINOX MILL,0820
42,WAYNE,C127,EQUINUNK,2635
48,COOKE,C097,ERA,2248
22,VERMILION,C113,ERATH,0690
54,WEBSTER,C101,ERBACON,0827
49,TOOELE,C045,ERDA,0425
42,MONTGOMERY,C091,ERDENHEIM,2637
55,SHEBOYGAN,C117,ERDMAN,1625
27,OTTER TAIL,C111,ERHARD,2210
34,CAMDEN,C007,ERIAL,0918
40,BECKHAM,C009,ERICK,1560
31,WHEELER,C183,ERICSON,1750
20,NEOSHO,C133,ERIE,1700
38,CASS,C017,ERIE,0985
26,MONROE,C115,ERIE,1586
42,ERIE,C049,ERIE,2640
47,LOUDON,C105,ERIE,0798
17,WHITESIDE,C195,ERIE,2850
08,WELD,C123,ERIE,0750
36,MADISON,C053,ERIEVILLE,1883
36,CHEMUNG,C015,ERIN,1884
47,HOUSTON,C083,ERIN,0800
21,KENTON,C117,ERLANGER,1050
34,CAPE MAY,C009,ERMA,0915
21,LETCHER,C133,ERMINE,1044
42,INDIANA,C063,ERNEST,2650
37,CRAVEN,C049,ERNUL,1555
22,JACKSON,C049,EROS,0700
33,COOS,C007,ERROL,0125
27,POLK,C119,ERSKINE,2220
25,FRANKLIN,C011,ERVING,0307
37,HARNETT,C085,ERWIN,1560
46,KINGSBURY,C077,ERWIN,0900
47,UNICOI,C171,ERWIN,0810
42,BUCKS,C017,ERWINNA,2652
22,WEST BATON ROUGE,C121,ERWINVILLE,0707
20,JEWELL,C089,ESBON,1710
35,BERNALILLO,C001,ESCABOSA,0273
49,GARFIELD,C017,ESCALANTE,0430
06,SAN JOAQUIN,C077,ESCALON,1190
26,DELTA,C041,ESCANABA,1590
28,JACKSON,C059,ESCATAWPA,0827
48,STARR,C427,ESCOBARES,2246
48,ZAPATA,C505,ESCOBAS,2247
44,KENT,C003,ESCOHEAG,0063
44,WASHINGTON,C009,ESCOHEAG,0063
35,SOCORRO,C053,ESCONDIDA,0275
06,SAN DIEGO,C073,ESCONDIDO,1200
54,KANAWHA,C039,ESKDALE,0826
27,CARLTON,C017,ESKO,2225
20,WABAUNSEE,C197,ESKRIDGE,1720
46,KINGSBURY,C077,ESMOND,0910
44,PROVIDENCE,C007,ESMOND,0056
38,BENSON,C005,ESMOND,0990
17,DE KALB,C037,ESMOND,2855
51,ALBEMARLE,C003,ESMONT,0875
13,POLK,C233,ESOM HILL,2035
36,ULSTER,C111,ESOPUS,1885
35,RIO ARRIBA,C039,ESPANOLA,0280
35,SANTA FE,C049,ESPANOLA,0280
53,SPOKANE,C063,ESPANOLA,0684
06,YOLO,C113,ESPARTO,1207
36,SCHOHARIE,C095,ESPERANCE,1890
48,HUDSPETH,C229,ESPERANZA,2249
42,CRAWFORD,C039,ESPYVILLE STATION,2654
51,WISE,C195,ESSERVILLE,0876
30,FLATHEAD,C029,ESSEX,0398
36,ESSEX,C031,ESSEX,1892
24,BALTIMORE CITY,C510,ESSEX,0543
29,STODDARD,C207,ESSEX,2550
25,ESSEX,C009,ESSEX,0309
17,KANKAKEE,C091,ESSEX,2857
50,CHITTENDEN,C007,ESSEX,0199
06,SAN BERNARDINO,C071,ESSEX,1208
09,MIDDLESEX,C007,ESSEX,0230
19,PAGE,C145,ESSEX,2780
24,BALTIMORE,C005,ESSEX,0543
34,ESSEX,C013,ESSEX FELLS,0920
50,CHITTENDEN,C007,ESSEX JUNCTION,0200
26,BAY,C017,ESSEXVILLE,1600
21,LESLIE,C131,ESSIE,1053
27,BROWN,C015,ESSIG,2227
42,DELAWARE,C045,ESSINGTON,2655
41,CLACKAMAS,C005,ESTACADA,0650
35,TORRANCE,C057,ESTANCIA,0290
23,AROOSTOOK,C003,ESTCOURT STATION,2503
34,ATLANTIC,C001,ESTELL MANOR,0930
48,HALL,C191,ESTELLINE,2250
46,HAMLIN,C057,ESTELLINE,0920
02,FAIRBANKS NORTH STAR,C090,ESTER,0760
12,LEE,C071,ESTERO,0947
08,LARIMER,C069,ESTES PARK,0760
29,ST FRANCOIS,C187,ESTHER,2556
19,EMMET,C063,ESTHERVILLE,2790
22,ACADIA,C001,ESTHERWOOD,0710
45,HAMPTON,C049,ESTILL,0830
21,FLOYD,C071,ESTILL,1054
47,FRANKLIN,C051,ESTILL SPRINGS,0820
01,JACKSON,C071,ESTILLFORK,1043
12,HOLMES,C059,ESTO,0950
26,MONROE,C115,ESTRAL BEACH,1610
46,DAVISON,C035,ETHAN,0930
22,EAST FELICIANA,C037,ETHEL,0712
28,ATTALA,C007,ETHEL,0830
53,LEWIS,C041,ETHEL,0687
05,ARKANSAS,C001,ETHEL,1265
54,LOGAN,C045,ETHEL,0830
29,MACON,C121,ETHEL,2560
01,PICKENS,C107,ETHELSVILLE,1045
50,CHITTENDEN,C007,ETHEN ALLEN AFB,0205
37,MONTGOMERY,C123,ETHER,1563
56,FREMONT,C013,ETHETE,0265
47,LAWRENCE,C099,ETHRIDGE,0826
30,TOOLE,C101,ETHRIDGE,0403
06,SAN BERNARDINO,C071,ETIWANDA,1209
51,MADISON,C113,ETLAN,0877
33,GRAFTON,C009,ETNA,0126
42,ALLEGHENY,C003,ETNA,2660
06,SISKIYOU,C093,ETNA,1210
39,LICKING,C089,ETNA,2519
23,PENOBSCOT,C019,ETNA,2590
56,LINCOLN,C023,ETNA,0267
36,TOMPKINS,C109,ETNA,1893
18,KOSCIUSKO,C085,ETNA GREEN,1470
21,BARREN,C009,ETOILE,1056
48,NACOGDOCHES,C347,ETOILE,2251
13,MURRAY,C213,ETON,2040
47,MCMINN,C107,ETOWAH,0830
05,MISSISSIPPI,C093,ETOWAH,1267
37,HENDERSON,C089,ETOWAH,1565
28,UNION,C145,ETTA,0834
48,MOORE,C341,ETTER,2252
42,YORK,C133,ETTERS,2663
29,MILLER,C131,ETTERVILLE,2568
51,CHESTERFIELD,C041,ETTRICK,0880
55,TREMPEALEAU,C121,ETTRICK,1630
21,PIKE,C195,ETTY,1057
21,LINCOLN,C137,EUBANK,1060
21,PULASKI,C199,EUBANK,1060
40,DELAWARE,C041,EUCHA,1568
36,ONONDAGA,C067,EUCLID,1895
27,POLK,C119,EUCLID,2228
39,CUYAHOGA,C035,EUCLID,2520
26,BERRIEN,C021,EUCLID CENTER,1615
28,WAYNE,C153,EUCUTTA,0836
05,CHICOT,C017,EUDORA,1270
20,DOUGLAS,C045,EUDORA,1730
40,MCINTOSH,C091,EUFAULA,1570
01,BARBOUR,C005,EUFAULA,1050
41,LANE,C039,EUGENE,0660
29,COLE,C051,EUGENE,2570
48,TARRANT,C439,EULESS,2255
35,LEA,C025,EUNICE,0300
29,TEXAS,C215,EUNICE,2572
22,ST LANDRY,C097,EUNICE,0720
01,GENEVA,C061,EUNOLA,1060
28,WEBSTER,C155,EUPORA,0840
37,GATES,C073,EURE,1568
29,ST LOUIS,C510,EUREKA,2575
26,CLINTON,C037,EUREKA,1618
17,WOODFORD,C203,EUREKA,2860
37,WAYNE,C191,EUREKA,1570
20,GREENWOOD,C073,EUREKA,1740
54,PLEASANTS,C073,EUREKA,0829
55,WINNEBAGO,C139,EUREKA,1635
30,LINCOLN,C053,EUREKA,0400
46,MCPHERSON,C089,EUREKA,0940
42,BUCKS,C017,EUREKA,2667
53,WALLA WALLA,C071,EUREKA,0688
29,ST LOUIS,C189,EUREKA,2575
42,CAMBRIA,C021,EUREKA,2668
49,JUAB,C023,EUREKA,0440
45,AIKEN,C003,EUREKA,0840
06,HUMBOLDT,C023,EUREKA,1220
02,YUKON KOYUKUK,C290,EUREKA,0763
32,EUREKA,C011,EUREKA,0085
48,NAVARRO,C349,EUREKA,2253
05,CARROLL,C015,EUREKA SPRINGS,1280
48,HENDERSON,C213,EUSTACE,2256
31,FRONTIER,C063,EUSTIS,1760
23,FRANKLIN,C007,EUSTIS,2600
12,LAKE,C069,EUSTIS,0960
01,GREENE,C063,EUTAW,1070
45,ORANGEBURG,C075,EUTAWVILLE,0850
40,TEXAS,C139,EVA,1572
01,MORGAN,C103,EVA,1071
47,BENTON,C005,EVA,0831
48,JASPER,C241,EVADALE,2258
27,BROWN,C015,EVAN,2230
22,ACADIA,C001,EVANGELINE,0725
36,ERIE,C029,EVANS,1899
22,VERNON,C115,EVANS,0726
54,JACKSON,C035,EVANS,0831
08,WELD,C123,EVANS,0780
13,COLUMBIA,C073,EVANS,2045
53,STEVENS,C065,EVANS,0689
42,BUTLER,C019,EVANS CITY,2670
36,JEFFERSON,C045,EVANS MILLS,1900
19,BLACK HAWK,C013,EVANSDALE,2800
39,DEFIANCE,C039,EVANSPORT,2522
56,UINTA,C041,EVANSTON,0270
18,SPENCER,C147,EVANSTON,1478
21,BREATHITT,C025,EVANSTON,1067
17,COOK,C031,EVANSTON,2870
27,DOUGLAS,C041,EVANSVILLE,2240
55,ROCK,C105,EVANSVILLE,1640
18,VANDERBURGH,C163,EVANSVILLE,1480
42,BERKS,C011,EVANSVILLE,2675
56,NATRONA,C025,EVANSVILLE,0280
02,YUKON KOYUKUK,C290,EVANSVILLE,0765
05,WASHINGTON,C143,EVANSVILLE,1285
17,RANDOLPH,C157,EVANSVILLE,2880
48,CORYELL,C099,EVANT,2259
48,HAMILTON,C193,EVANT,2259
26,OSCEOLA,C133,EVART,1620
21,HARLAN,C095,EVARTS,1070
27,ST LOUIS,C137,EVELETH,2250
39,HAMILTON,C061,EVENDALE,2523
05,SHARP,C135,EVENING SHADE,1290
47,RHEA,C143,EVENSVILLE,0832
20,BROWN,C013,EVEREST,1750
53,SNOHOMISH,C061,EVERETT,0690
25,MIDDLESEX,C017,EVERETT,0310
42,BEDFORD,C009,EVERETT,2680
13,GLYNN,C127,EVERETT,2047
37,MARTIN,C117,EVERETTS,1580
54,MONONGALIA,C061,EVERETTVILLE,0832
12,COLLIER,C021,EVERGLADES CITY,0970
01,CONECUH,C035,EVERGREEN,1080
37,COLUMBUS,C047,EVERGREEN,1590
22,AVOYELLES,C009,EVERGREEN,0730
08,JEFFERSON,C059,EVERGREEN,0782
51,APPOMATTOX,C011,EVERGREEN,0882
17,COOK,C031,EVERGREEN PARK,2890
19,CLAY,C041,EVERLY,2810
48,TARRANT,C439,EVERMAN,2260
42,FAYETTE,C051,EVERSON,2690
53,WHATCOM,C073,EVERSON,0700
05,BOONE,C009,EVERTON,1300
29,DADE,C057,EVERTON,2580
51,CAMPBELL,C031,EVINGTON,0885
12,ALACHUA,C001,EVINSTON,0975
15,HONOLULU,C003,EWA BEACH,0501
15,HONOLULU,C003,EWA VILLAGES,0500
34,GLOUCESTER,C015,EWAN,0933
53,WHITMAN,C075,EWAN,0701
19,POWESHIEK,C157,EWART,2815
24,SOMERSET,C039,EWELL,0544
26,ONTONAGON,C131,EWEN,1622
31,HOLT,C089,EWING,1770
21,FLEMING,C069,EWING,1072
51,LEE,C105,EWING,0886
17,FRANKLIN,C055,EWING,2900
29,LEWIS,C111,EWING,2590
34,MERCER,C021,EWING TOWNSHIP,0935
42,ALLEGHENY,C003,EWINGSVILLE,2700
39,GALLIA,C053,EWINGTON,2526
01,MONROE,C099,EXCEL,1090
39,BUTLER,C017,EXCELLO,2527
29,MACON,C121,EXCELLO,2595
27,HENNEPIN,C053,EXCELSIOR,2260
29,RAY,C177,EXCELSIOR SPRINGS,2600
29,CLAY,C047,EXCELSIOR SPRINGS,2600
54,BRAXTON,C007,EXCHANGE,0834
02,HAINES,C100,EXCURSION INLET,0767
55,SAWYER,C113,EXELAND,1650
48,MOORE,C341,EXELL,2265
33,ROCKINGHAM,C015,EXETER,0130
51,WISE,C195,EXETER,0888
23,PENOBSCOT,C019,EXETER,2605
31,FILLMORE,C059,EXETER,1780
44,WASHINGTON,C009,EXETER,0054
42,LUZERNE,C079,EXETER,2710
29,BARRY,C009,EXETER,2610
06,TULARE,C107,EXETER,1230
19,AUDUBON,C009,EXIRA,2820
19,APPANOOSE,C007,EXLINE,2830
51,NORTHAMPTON,C131,EXMORE,0890
13,SPALDING,C255,EXPERIMENT,2050
42,WESTMORELAND,C129,EXPORT,2720
22,FRANKLIN,C041,EXTENSION,0733
42,CHESTER,C029,EXTON,2725
02,VALDEZ CORDOVA,C261,EYAK,0769
42,COLUMBIA,C037,EYERS GROVE,2727
27,OLMSTED,C109,EYOTA,2270
21,MORGAN,C175,EZEL,1074
48,EL PASO,C141,FABENS,2270
51,NELSON,C125,FABER,0895
36,ONONDAGA,C067,FABIUS,1910
01,JACKSON,C071,FABIUS,1093
09,WINDHAM,C015,FABYAN,0231
01,JACKSON,C071,FACKLER,1094
42,WYOMING,C131,FACTORYVILLE,2730
29,BUTLER,C023,FAGUS,2612
37,COLUMBUS,C047,FAIR BLUFF,1600
37,DAVIDSON,C057,FAIR GROVE,1607
24,ANNE ARUNDEL,C003,FAIR HAVEN,0548
34,MONMOUTH,C025,FAIR HAVEN,0940
50,RUTLAND,C021,FAIR HAVEN,0210
26,ST CLAIR,C147,FAIR HAVEN,1633
36,CAYUGA,C011,FAIR HAVEN,1920
34,BERGEN,C003,FAIR LAWN,0950
13,COBB,C067,FAIR OAKS,2080
05,CROSS,C037,FAIR OAKS,1302
06,SACRAMENTO,C067,FAIR OAKS,1261
18,JASPER,C073,FAIR OAKS,1495
48,KENDALL,C259,FAIR OAKS RANCH,2279
48,COMAL,C091,FAIR OAKS RANCH,2279
26,BERRIEN,C021,FAIR PLAIN,1640
24,WASHINGTON,C043,FAIR PLAY,0547
29,POLK,C167,FAIR PLAY,2630
45,OCONEE,C073,FAIR PLAY,0864
55,FOND DU LAC,C039,FAIR WATER,1670
35,DONA ANA,C013,FAIRACRES,0303
19,BUCHANAN,C019,FAIRBANK,2840
19,FAYETTE,C065,FAIRBANK,2840
42,FAYETTE,C051,FAIRBANK,2740
04,COCHISE,C003,FAIRBANK,0165
18,SULLIVAN,C153,FAIRBANKS,1488
